city;county;region;latitude;longitude
Nezbudská Lúèka;ilina;ilinskı;49.1699165;18.9253013
Ovèiarsko;ilina;ilinskı;49.2235837;18.6667715
Paština Závada;ilina;ilinskı;49.2032505;18.6243
Podhorie;ilina;ilinskı;49.174113;18.636236
Porúbka;ilina;ilinskı;49.1515918;18.7281893
Rajec;ilina;ilinskı;49.0891318;18.6332398
Rajecká Lesná;ilina;ilinskı;49.0270351;18.6633636
Rajecké Teplice;ilina;ilinskı;49.1242869;18.7281122
Rosina;ilina;ilinskı;49.1796459;18.7710276
Stráòavy;ilina;ilinskı;49.1557172;18.8318405
Stránske;ilina;ilinskı;49.1104619;18.7218125
Stráa;ilina;ilinskı;49.2285286;18.9106224
Streèno;ilina;ilinskı;49.170129;18.8705966
Svederník;ilina;ilinskı;49.2716752;18.6505921
Šuja;ilina;ilinskı;49.0665352;18.6304655
Teplièka nad Váhom;ilina;ilinskı;49.2280251;18.7972149
Terchová;ilina;ilinskı;49.2501031;19.0594771
Turie;ilina;ilinskı;49.1494668;18.7542316
Varín;ilina;ilinskı;49.2063741;18.8634078
Ve¾ká Èierna;ilina;ilinskı;49.0935711;18.578015
Višòové;ilina;ilinskı;49.150857;18.7988215
Zbyòov;ilina;ilinskı;49.1195198;18.6486601
ilina;ilina;ilinskı;49.2234851;18.7392683
Badín;Banská Bystrica;Banskobystrickı;48.6650207;19.1269549
Baláe;Banská Bystrica;Banskobystrickı;48.8285091;19.1862058
Banská Bystrica;Banská Bystrica;Banskobystrickı;48.7384028;19.1573494
Brusno;Banská Bystrica;Banskobystrickı;48.7950435;19.3798389
Èerín;Banská Bystrica;Banskobystrickı;48.6578927;19.24506
Dolná Mièiná;Banská Bystrica;Banskobystrickı;48.6720923;19.2208691
Dolnı Harmanec;Banská Bystrica;Banskobystrickı;48.8366397;19.0394339
Donovaly;Banská Bystrica;Banskobystrickı;48.8728357;19.2333744
Dúbravica;Banská Bystrica;Banskobystrickı;48.6776765;19.2915614
Harmanec;Banská Bystrica;Banskobystrickı;48.8212396;19.0345976
Hiade¾;Banská Bystrica;Banskobystrickı;48.8082096;19.3156941
Horná Mièiná;Banská Bystrica;Banskobystrickı;48.6987534;19.214015
Horné Pršany;Banská Bystrica;Banskobystrickı;48.7000262;19.0826265
Hrocho;Banská Bystrica;Banskobystrickı;48.6611605;19.3682183
Hronsek;Banská Bystrica;Banskobystrickı;48.6499018;19.1563125
Kordíky;Banská Bystrica;Banskobystrickı;48.7743667;19.0262835
Králiky;Banská Bystrica;Banskobystrickı;48.7344918;19.03156
Kynce¾ová;Banská Bystrica;Banskobystrickı;48.7511845;19.1830792
¼ubietová;Banská Bystrica;Banskobystrickı;48.7464656;19.3628286
Luèatín;Banská Bystrica;Banskobystrickı;48.7833193;19.3193575
Malachov;Banská Bystrica;Banskobystrickı;48.7098421;19.0841059
Medzibrod;Banská Bystrica;Banskobystrickı;48.7933995;19.3571083
Moštenica;Banská Bystrica;Banskobystrickı;48.8069479;19.2929165
Motyèky;Banská Bystrica;Banskobystrickı;48.8634698;19.1865319
Môlèa;Banská Bystrica;Banskobystrickı;48.7108043;19.2303456
Nemce;Banská Bystrica;Banskobystrickı;48.7763399;19.1665434
Oravce;Banská Bystrica;Banskobystrickı;48.6902458;19.260015
Podkonice;Banská Bystrica;Banskobystrickı;48.7990189;19.2552296
Pohronskı Bukovec;Banská Bystrica;Banskobystrickı;48.8447325;19.382235
Poniky;Banská Bystrica;Banskobystrickı;48.7112066;19.2922734
Povrazník;Banská Bystrica;Banskobystrickı;48.7121361;19.3670557
Priechod;Banská Bystrica;Banskobystrickı;48.7833333;19.2333333
Rieèka;Banská Bystrica;Banskobystrickı;48.7607109;19.0657948
Sebedín - Beèov;Banská Bystrica;Banskobystrickı;48.6385685;19.2514548
Selce;Banská Bystrica;Banskobystrickı;48.7856967;19.1856387
Slovenská ¼upèa;Banská Bystrica;Banskobystrickı;48.7667001;19.2747386
Staré Hory;Banská Bystrica;Banskobystrickı;48.8371647;19.1259024
Strelníky;Banská Bystrica;Banskobystrickı;48.7080105;19.4044066
Špania Dolina;Banská Bystrica;Banskobystrickı;48.802658;19.1441008
Tajov;Banská Bystrica;Banskobystrickı;48.7416136;19.0511792
Turecká;Banská Bystrica;Banskobystrickı;48.858297;19.0792604
Vlkanová;Banská Bystrica;Banskobystrickı;48.6674732;19.1476169
Baïan;Banská Štiavnica;Banskobystrickı;48.3313769;18.8408068
Banská Belá;Banská Štiavnica;Banskobystrickı;48.4732822;18.939332
Banská Štiavnica;Banská Štiavnica;Banskobystrickı;48.4580926;18.8988414
Banskı Studenec;Banská Štiavnica;Banskobystrickı;48.4472104;18.9709794
Beluj;Banská Štiavnica;Banskobystrickı;48.351258;18.8935161
Dekıš;Banská Štiavnica;Banskobystrickı;48.3945781;18.8147682
Ilija;Banská Štiavnica;Banskobystrickı;48.4196363;18.9006218
Kozelník;Banská Štiavnica;Banskobystrickı;48.5123168;18.9964396
Moèiar;Banská Štiavnica;Banskobystrickı;48.5412993;18.9460427
Poèúvadlo;Banská Štiavnica;Banskobystrickı;48.3661998;18.834955
Podhorie;Banská Štiavnica;Banskobystrickı;48.4983406;18.9198669
Prenèov;Banská Štiavnica;Banskobystrickı;48.3629383;18.9229468
Svätı Anton;Banská Štiavnica;Banskobystrickı;48.4200415;18.9421259
Štiavnické Bane;Banská Štiavnica;Banskobystrickı;48.4388514;18.8685389
Vysoká;Banská Štiavnica;Banskobystrickı;48.4122091;18.7906013
Bacúch;Brezno;Banskobystrickı;48.8558662;19.8061102
Beòuš;Brezno;Banskobystrickı;48.8299192;19.758473
Braväcovo;Brezno;Banskobystrickı;48.8547362;19.7513581
Brezno;Brezno;Banskobystrickı;48.8053349;19.6409612
Bystrá;Brezno;Banskobystrickı;48.8416401;19.5994343
Èierny Balog;Brezno;Banskobystrickı;48.7207908;19.6962008
Dolná Lehota;Brezno;Banskobystrickı;48.8348712;19.5057792
Drábsko;Brezno;Banskobystrickı;48.6501975;19.6531301
He¾pa;Brezno;Banskobystrickı;48.8629461;19.9711898
Horná Lehota;Brezno;Banskobystrickı;48.8394928;19.5476277
Hronec;Brezno;Banskobystrickı;48.7955142;19.5822918
Jarabá;Brezno;Banskobystrickı;48.8929975;19.695058
Jasenie;Brezno;Banskobystrickı;48.8363777;19.4623683
Lom nad Rimavicou;Brezno;Banskobystrickı;48.6398305;19.6824926
Michalová;Brezno;Banskobystrickı;48.7798973;19.8004854
Mıto pod Ïumbierom;Brezno;Banskobystrickı;48.8556374;19.6296942
Nemecká;Brezno;Banskobystrickı;48.8086325;19.4292086
Osrblie;Brezno;Banskobystrickı;48.7423776;19.5087335
Podbrezová;Brezno;Banskobystrickı;48.7983585;19.5196662
Pohorelá;Brezno;Banskobystrickı;48.8548299;20.0187934
Pohronská Polhora;Brezno;Banskobystrickı;48.7497823;19.8291188
Polomka;Brezno;Banskobystrickı;48.8443795;19.8608395
Predajná;Brezno;Banskobystrickı;48.8134192;19.4628522
Ráztoka;Brezno;Banskobystrickı;48.820557;19.4012964
Sihla;Brezno;Banskobystrickı;48.657583;19.6468201
Šumiac;Brezno;Banskobystrickı;48.8399675;20.1297354
Telgárt;Brezno;Banskobystrickı;48.84838;20.1995231
Valaská;Brezno;Banskobystrickı;48.8104889;19.5719557
Va¾kovòa;Brezno;Banskobystrickı;48.8343515;20.0672369
Závadka nad Hronom;Brezno;Banskobystrickı;48.8450213;19.9198991
Detva;Detva;Banskobystrickı;48.5449223;19.4152478
Detvianska Huta;Detva;Banskobystrickı;48.5677283;19.591365
Dúbravy;Detva;Banskobystrickı;48.5874147;19.3681687
Hornı Tisovník;Detva;Banskobystrickı;48.424569;19.3624043
Hriòová;Detva;Banskobystrickı;48.6058611;19.5553771
Klokoè;Detva;Banskobystrickı;48.502625;19.3392847
Korytárky;Detva;Banskobystrickı;48.5482522;19.4687793
Kriváò;Detva;Banskobystrickı;48.52963;19.4457875
Látky;Detva;Banskobystrickı;48.5805136;19.6329071
Podkriváò;Detva;Banskobystrickı;48.5163262;19.4668994
Slatinské Lazy;Detva;Banskobystrickı;48.5029644;19.3020298
Stará Huta;Detva;Banskobystrickı;48.4714755;19.3483054
Stook;Detva;Banskobystrickı;48.5288407;19.3597598
Víg¾aš;Detva;Banskobystrickı;48.5455565;19.3076639
Víg¾ašská Huta - Kalinka;Detva;Banskobystrickı;48.4868551;19.2739788
Bzovík;Krupina;Banskobystrickı;48.3176666;19.0785228
Cerovo;Krupina;Banskobystrickı;48.2560012;19.1588609
Èabradskı Vrbovok;Krupina;Banskobystrickı;48.2441908;19.104472
Èekovce;Krupina;Banskobystrickı;48.3519528;19.1227789
Devièie;Krupina;Banskobystrickı;48.3086017;19.0271682
Dolné Mladonice;Krupina;Banskobystrickı;48.3508102;19.1358678
Dolnı Badín;Krupina;Banskobystrickı;48.2628457;19.0559888
Domaníky;Krupina;Banskobystrickı;48.2640024;18.9908108
Dráovce;Krupina;Banskobystrickı;48.2485677;18.8990636
Drienovo;Krupina;Banskobystrickı;48.2315902;19.0622298
Dudince;Krupina;Banskobystrickı;48.1684086;18.8797309
Hontianske Moravce;Krupina;Banskobystrickı;48.1921759;18.8422728
Hontianske Nemce;Krupina;Banskobystrickı;48.2998149;18.9842547
Hontianske Tesáre;Krupina;Banskobystrickı;48.2167332;18.9241755
Horné Mladonice;Krupina;Banskobystrickı;48.3552974;19.1598597
Hornı Badín;Krupina;Banskobystrickı;48.2842338;19.0794693
Jalšovík;Krupina;Banskobystrickı;48.3134872;19.1043237
Kozí Vrbovok;Krupina;Banskobystrickı;48.2940469;19.1122996
Krá¾ovce - Krnišov;Krupina;Banskobystrickı;48.3514484;18.9762068
Krupina;Krupina;Banskobystrickı;48.3527285;19.069182
Lackov;Krupina;Banskobystrickı;48.3207595;19.1877314
Ladzany;Krupina;Banskobystrickı;48.2670467;18.9041004
Lišov;Krupina;Banskobystrickı;48.2431043;18.8541257
Litava;Krupina;Banskobystrickı;48.2989617;19.1793522
Medovarce;Krupina;Banskobystrickı;48.2332881;19.0010178
Rykynèice;Krupina;Banskobystrickı;48.2043968;18.9701465
Sebechleby;Krupina;Banskobystrickı;48.2823745;18.9339888
Selce;Krupina;Banskobystrickı;48.2465586;19.0371058
Senohrad;Krupina;Banskobystrickı;48.3576312;19.1980715
Sudince;Krupina;Banskobystrickı;48.2117589;18.8723198
Súdovce;Krupina;Banskobystrickı;48.222276;18.8329653
Terany;Krupina;Banskobystrickı;48.1837929;18.8985447
Trpín;Krupina;Banskobystrickı;48.284308;19.1257294
Uòatín;Krupina;Banskobystrickı;48.2954897;19.0648646
Zemiansky Vrbovok;Krupina;Banskobystrickı;48.3195889;19.1473768
ibritov;Krupina;Banskobystrickı;48.3904348;18.9837721
Ábelová;Luèenec;Banskobystrickı;48.4107111;19.4324517
Belina;Luèenec;Banskobystrickı;48.2424511;19.8505052
Biskupice;Luèenec;Banskobystrickı;48.2454873;19.829181
Bo¾kovce;Luèenec;Banskobystrickı;48.3371142;19.7686267
Budiná;Luèenec;Banskobystrickı;48.4560945;19.4781769
Bulhary;Luèenec;Banskobystrickı;48.2943048;19.8558591
Buzitka;Luèenec;Banskobystrickı;48.3271788;19.8090366
Èakanovce;Luèenec;Banskobystrickı;48.211208;19.7927408
Èamovce;Luèenec;Banskobystrickı;48.2491446;19.887084
Divín;Luèenec;Banskobystrickı;48.4610205;19.5113637
Dobroè;Luèenec;Banskobystrickı;48.5046902;19.5506721
Fi¾akovo;Luèenec;Banskobystrickı;48.2683786;19.8202472
Fi¾akovské Kováèe;Luèenec;Banskobystrickı;48.2844533;19.7754659
Gregorova Vieska;Luèenec;Banskobystrickı;48.3893576;19.574981
Haliè;Luèenec;Banskobystrickı;48.3250839;19.5935778
Holiša;Luèenec;Banskobystrickı;48.3080814;19.7516394
Jelšovec;Luèenec;Banskobystrickı;48.2823738;19.6005815
Kalonda;Luèenec;Banskobystrickı;48.2578802;19.6560315
Kotmanová;Luèenec;Banskobystrickı;48.4842616;19.5794835
Lehôtka;Luèenec;Banskobystrickı;48.3408893;19.5454663
Lentvora;Luèenec;Banskobystrickı;48.3730206;19.4509541
Lipovany;Luèenec;Banskobystrickı;48.2200064;19.7076829
Lovinobaòa;Luèenec;Banskobystrickı;48.4371275;19.6018101
¼uboreè;Luèenec;Banskobystrickı;48.3101905;19.5171095
Luèenec;Luèenec;Banskobystrickı;48.3302821;19.6641439
Lupoè;Luèenec;Banskobystrickı;48.3606196;19.539178
Mašková;Luèenec;Banskobystrickı;48.3333698;19.5641688
Mikušovce;Luèenec;Banskobystrickı;48.2975249;19.6851111
Muèín;Luèenec;Banskobystrickı;48.2465413;19.697954
Mıtna;Luèenec;Banskobystrickı;48.4670964;19.5525708
Nitra nad Ip¾om;Luèenec;Banskobystrickı;48.3228891;19.7781604
Panické Dravce;Luèenec;Banskobystrickı;48.2863469;19.6483041
Píla;Luèenec;Banskobystrickı;48.4825390;19.5062270
Pleš;Luèenec;Banskobystrickı;48.2319608;19.7493583
Podreèany;Luèenec;Banskobystrickı;48.406453;19.6012652
Polichno;Luèenec;Banskobystrickı;48.4054395;19.4970965
Praha;Luèenec;Banskobystrickı;48.3708815;19.497387
Prša;Luèenec;Banskobystrickı;48.3005798;19.7916325
Radzovce;Luèenec;Banskobystrickı;48.2201742;19.8306638
Rapovce;Luèenec;Banskobystrickı;48.2736886;19.6808319
Ratka;Luèenec;Banskobystrickı;48.2455658;19.7854049
Ruiná;Luèenec;Banskobystrickı;48.4290669;19.5517302
Stará Haliè;Luèenec;Banskobystrickı;48.3728997;19.5650174
Šávo¾;Luèenec;Banskobystrickı;48.304494;19.8256097
Šiatorská Bukovinka;Luèenec;Banskobystrickı;48.1828232;19.8352405
Šíd;Luèenec;Banskobystrickı;48.2740517;19.8801142
Šurice;Luèenec;Banskobystrickı;48.2306;19.913909
Toènica;Luèenec;Banskobystrickı;48.4124971;19.640594
Tomášovce;Luèenec;Banskobystrickı;48.3712428;19.6197376
Trebe¾ovce;Luèenec;Banskobystrickı;48.2829848;19.7142796
Trenè;Luèenec;Banskobystrickı;48.2246081;19.5787298
Tuhár;Luèenec;Banskobystrickı;48.4286683;19.5060465
Ve¾ká nad Ip¾om;Luèenec;Banskobystrickı;48.266139;19.6026836
Ve¾ké Dravce;Luèenec;Banskobystrickı;48.3430345;19.8324951
Vidiná;Luèenec;Banskobystrickı;48.3605724;19.6518886
Breznièka;Poltár;Banskobystrickı;48.4155907;19.7344047
Cinobaòa;Poltár;Banskobystrickı;48.4841774;19.6254802
Èeské Brezovo;Poltár;Banskobystrickı;48.5033551;19.8028543
Ïubákovo;Poltár;Banskobystrickı;48.5615156;19.7363257
Hradište;Poltár;Banskobystrickı;48.5062808;19.7173381
Hrnèiarska Ves;Poltár;Banskobystrickı;48.4372808;19.8551547
Hrnèiarske Zaluany;Poltár;Banskobystrickı;48.4088057;19.854956
Kalinovo;Poltár;Banskobystrickı;48.4045432;19.7011339
Kokava nad Rimavicou;Poltár;Banskobystrickı;48.582675;19.8175668
Krná;Poltár;Banskobystrickı;48.5092203;19.7410737
Málinec;Poltár;Banskobystrickı;48.4973094;19.6808112
Mládzovo;Poltár;Banskobystrickı;48.4376722;19.70491
Nové Hony;Luèenec;Banskobystrickı;48.3700849;19.8185877
Ozdín;Poltár;Banskobystrickı;48.4708107;19.6838469
Pinciná;Luèenec;Banskobystrickı;48.3591785;19.7600082
Poltár;Poltár;Banskobystrickı;48.4308293;19.7923921
Rovòany;Poltár;Banskobystrickı;48.4484689;19.7407219
Selce;Poltár;Banskobystrickı;48.4824804;19.8708669
Sušany;Poltár;Banskobystrickı;48.4196215;19.8991374
Šoltıska;Poltár;Banskobystrickı;48.5802924;19.7442305
Uhorské;Poltár;Banskobystrickı;48.4705963;19.7508995
Utekáè;Poltár;Banskobystrickı;48.6060116;19.801287
Ve¾ká Ves;Poltár;Banskobystrickı;48.383491;19.6626573
Zlatno;Poltár;Banskobystrickı;48.5169823;19.8188919
Drkovce;Revúca;Banskobystrickı;48.5423109;20.2372655
Gemer;Revúca;Banskobystrickı;48.4490182;20.3253307
Gemerská Ves;Revúca;Banskobystrickı;48.4818268;20.274272
Gemerské Teplice;Revúca;Banskobystrickı;48.6073945;20.2883305
Gemerskı Sad;Revúca;Banskobystrickı;48.5876275;20.3282065
Hrlica;Revúca;Banskobystrickı;48.6288713;20.0511101
Hucín;Revúca;Banskobystrickı;48.5659974;20.2988974
Chvalová;Revúca;Banskobystrickı;48.5130105;20.1769113
Chyné;Revúca;Banskobystrickı;48.6629879;20.2009286
Jelšava;Revúca;Banskobystrickı;48.6381165;20.2353354
Kameòany;Revúca;Banskobystrickı;48.5777659;20.1918491
Leváre;Revúca;Banskobystrickı;48.5133595;20.2548162
Levkuška;Revúca;Banskobystrickı;48.4578349;20.2651811
Licince;Revúca;Banskobystrickı;48.5380208;20.2984509
Lubeník;Revúca;Banskobystrickı;48.6557161;20.1945771
Magnezitovce;Revúca;Banskobystrickı;48.6808094;20.2462187
Mokrá Lúka;Revúca;Banskobystrickı;48.68924;20.1475657
Muráò;Revúca;Banskobystrickı;48.740418;20.0471678
Muránska Dlhá Lúka;Revúca;Banskobystrickı;48.7213423;20.0857722
Muránska Huta;Revúca;Banskobystrickı;48.7740367;20.1188156
Muránska Lehota;Revúca;Banskobystrickı;48.7136555;20.0306054
Muránska Zdychava;Revúca;Banskobystrickı;48.7618896;20.161376
Nandra;Revúca;Banskobystrickı;48.6076717;20.1873213
Otroèok;Revúca;Banskobystrickı;48.4488744;20.2770626
Ploské;Revúca;Banskobystrickı;48.6110915;20.0612224
Polina;Revúca;Banskobystrickı;48.4935417;20.2123702
Prihradzany;Revúca;Banskobystrickı;48.5833681;20.239149
Rákoš;Revúca;Banskobystrickı;48.6032592;20.1418298
Rašice;Revúca;Banskobystrickı;48.4717289;20.2382408
Ratková;Revúca;Banskobystrickı;48.5919612;20.0952882
Ratkovské Bystré;Revúca;Banskobystrickı;48.665948;20.0384395
Revúca;Revúca;Banskobystrickı;48.6833333;20.1166667
Revúcka Lehota;Revúca;Banskobystrickı;48.6791608;20.1780446
Rybník;Revúca;Banskobystrickı;48.542054;20.1059901
Sása;Revúca;Banskobystrickı;48.56553;20.1215936
Sirk;Revúca;Banskobystrickı;48.6166667;20.1
Skerešovo;Revúca;Banskobystrickı;48.5037941;20.201553
Šivetice;Revúca;Banskobystrickı;48.5816849;20.2761885
Torna¾a;Revúca;Banskobystrickı;48.4356193;20.3817091
Turèok;Revúca;Banskobystrickı;48.6409978;20.1480869
Višòové;Revúca;Banskobystrickı;48.5308085;20.187854
iar;Revúca;Banskobystrickı;48.42901;20.2651071
Abovce;Rimavská Sobota;Banskobystrickı;48.3192231;20.3376889
Babinec;Rimavská Sobota;Banskobystrickı;48.5122189;20.0037793
Barca;Rimavská Sobota;Banskobystrickı;48.3731989;20.2300428
Bátka;Rimavská Sobota;Banskobystrickı;48.3808122;20.1688011
Belín;Rimavská Sobota;Banskobystrickı;48.3402121;20.1080343
Blhovce;Rimavská Sobota;Banskobystrickı;48.2752261;19.9536661
Bottovo;Rimavská Sobota;Banskobystrickı;48.3126226;20.1508736
Budikovany;Rimavská Sobota;Banskobystrickı;48.4850503;20.091122
Cakov;Rimavská Sobota;Banskobystrickı;48.3407333;20.2268828
Èerenèany;Rimavská Sobota;Banskobystrickı;48.4100169;19.9859917
Èierny Potok;Rimavská Sobota;Banskobystrickı;48.2944781;19.939036
Èí;Rimavská Sobota;Banskobystrickı;48.3133563;20.2820802
Dolné Zahorany;Rimavská Sobota;Banskobystrickı;48.3508356;19.9009702
Draice;Rimavská Sobota;Banskobystrickı;48.4370528;20.0685354
Drienèany;Rimavská Sobota;Banskobystrickı;48.4815919;20.0720551
Dròa;Rimavská Sobota;Banskobystrickı;48.2637218;20.1151835
Dubno;Rimavská Sobota;Banskobystrickı;48.1914941;20.0014426
Dubovec;Rimavská Sobota;Banskobystrickı;48.2941884;20.1572533
Dulovo;Rimavská Sobota;Banskobystrickı;48.3741422;20.1897499
Figa;Rimavská Sobota;Banskobystrickı;48.3972126;20.2519042
Gemerèek;Rimavská Sobota;Banskobystrickı;48.316693;19.9938097
Gemerské Dechtáre;Rimavská Sobota;Banskobystrickı;48.2487291;20.0363454
Gemerské Michalovce;Rimavská Sobota;Banskobystrickı;48.4333333;20.2166667
Gemerskı Jablonec;Rimavská Sobota;Banskobystrickı;48.1936881;19.9761006
Gortva;Rimavská Sobota;Banskobystrickı;48.2948203;20.0246653
Hajnáèka;Rimavská Sobota;Banskobystrickı;48.2165364;19.9518891
Hnúša;Rimavská Sobota;Banskobystrickı;48.5787043;19.9531888
Hodejov;Rimavská Sobota;Banskobystrickı;48.3000237;19.9873909
Hodejovec;Rimavská Sobota;Banskobystrickı;48.2831903;20.0163496
Horné Zahorany;Rimavská Sobota;Banskobystrickı;48.4613106;20.0096414
Hostice;Rimavská Sobota;Banskobystrickı;48.2372801;20.0667775
Hostišovce;Rimavská Sobota;Banskobystrickı;48.4980866;20.1156833
Hrachovo;Rimavská Sobota;Banskobystrickı;48.4652408;19.9509154
Hrušovo;Rimavská Sobota;Banskobystrickı;48.5125822;20.0500294
Hubovo;Rimavská Sobota;Banskobystrickı;48.4;20.3666667
Husiná;Rimavská Sobota;Banskobystrickı;48.3415929;19.8791199
Chanava;Rimavská Sobota;Banskobystrickı;48.3333333;20.3
Chrámec;Rimavská Sobota;Banskobystrickı;48.2784189;20.1852256
Ivanice;Rimavská Sobota;Banskobystrickı;48.3295431;20.2349566
Janice;Rimavská Sobota;Banskobystrickı;48.2814323;20.2151789
Jesenské;Rimavská Sobota;Banskobystrickı;48.3041179;20.0733271
Jestice;Rimavská Sobota;Banskobystrickı;48.2191472;20.0535303
Kaloša;Rimavská Sobota;Banskobystrickı;48.4213222;20.2297873
Kesovce;Rimavská Sobota;Banskobystrickı;48.3751774;20.3540286
Klenovec;Rimavská Sobota;Banskobystrickı;48.5971614;19.8902514
Kociha;Rimavská Sobota;Banskobystrickı;48.4789603;19.9445592
Konrádovce;Rimavská Sobota;Banskobystrickı;48.2993314;19.9050619
Krá¾;Rimavská Sobota;Banskobystrickı;48.3282174;20.3414567
Kraskovo;Rimavská Sobota;Banskobystrickı;48.5011262;19.9878192
Krokava;Rimavská Sobota;Banskobystrickı;48.6291094;20.0279106
Kruno;Rimavská Sobota;Banskobystrickı;48.4104584;19.9332978
Kyjatice;Rimavská Sobota;Banskobystrickı;48.5305558;20.0116821
Lehota nad Rimavicou;Rimavská Sobota;Banskobystrickı;48.5147518;19.9062419
Lenartovce;Rimavská Sobota;Banskobystrickı;48.2999118;20.3106263
Lenka;Rimavská Sobota;Banskobystrickı;48.3870951;20.3484022
Lipovec;Rimavská Sobota;Banskobystrickı;48.5494656;20.0653014
Lukovištia;Rimavská Sobota;Banskobystrickı;48.4920026;20.0255217
Martinová;Rimavská Sobota;Banskobystrickı;48.2982116;20.1713644
Neporadza;Rimavská Sobota;Banskobystrickı;48.3632121;20.3920373
Ninı Skálnik;Rimavská Sobota;Banskobystrickı;48.4542543;19.969579
Nová Bašta;Rimavská Sobota;Banskobystrickı;48.1711081;19.9457134
Orávka;Rimavská Sobota;Banskobystrickı;48.3092468;20.1946957
Oïany;Rimavská Sobota;Banskobystrickı;48.3770371;19.8940975
Padarovce;Rimavská Sobota;Banskobystrickı;48.4581991;20.0696681
Pavlovce;Rimavská Sobota;Banskobystrickı;48.3263382;20.0814757
Petrovce;Rimavská Sobota;Banskobystrickı;48.1869174;20.020324
Poproè;Rimavská Sobota;Banskobystrickı;48.5833352;20.033426
Potok;Rimavská Sobota;Banskobystrickı;48.5602338;20.0518277
Radnovce;Rimavská Sobota;Banskobystrickı;48.3428026;20.2051722
Rakytník;Rimavská Sobota;Banskobystrickı;48.3914414;20.1745739
Ratkovská Lehota;Rimavská Sobota;Banskobystrickı;48.5625313;20.1006621
Ratkovská Suchá;Rimavská Sobota;Banskobystrickı;48.5799652;20.0697946
Rieèka;Rimavská Sobota;Banskobystrickı;48.3398128;20.3311515
Rimavská Baòa;Rimavská Sobota;Banskobystrickı;48.5110709;19.9415762
Rimavská Seè;Rimavská Sobota;Banskobystrickı;48.3040868;20.2373495
Rimavská Sobota;Rimavská Sobota;Banskobystrickı;48.3833603;20.0180584
Rimavské Brezovo;Rimavská Sobota;Banskobystrickı;48.5389764;19.9590709
Rimavské Janovce;Rimavská Sobota;Banskobystrickı;48.3420514;20.0622148
Rimavské Zaluany;Rimavská Sobota;Banskobystrickı;48.5003975;19.935494
Rovné;Rimavská Sobota;Banskobystrickı;48.5814886;20.0523028
Rumince;Rimavská Sobota;Banskobystrickı;48.3708789;20.2869227
Slizké;Rimavská Sobota;Banskobystrickı;48.5171235;20.0880567
Stará Bašta;Rimavská Sobota;Banskobystrickı;48.1814693;19.9453916
Stránska;Rimavská Sobota;Banskobystrickı;48.4032703;20.2804306
Studená;Rimavská Sobota;Banskobystrickı;48.1594718;19.95953
Sútor;Rimavská Sobota;Banskobystrickı;48.350631;20.1230022
Šimonovce;Rimavská Sobota;Banskobystrickı;48.2727992;20.1122048
Širkovce;Rimavská Sobota;Banskobystrickı;48.2909144;20.0852525
Španie Pole;Rimavská Sobota;Banskobystrickı;48.5214763;20.1285237
Štrkovec;Rimavská Sobota;Banskobystrickı;48.3598024;20.3241314
Tachty;Rimavská Sobota;Banskobystrickı;48.1545155;19.9415312
Teplı Vrch;Rimavská Sobota;Banskobystrickı;48.4697523;20.0970591
Tisovec;Rimavská Sobota;Banskobystrickı;48.6812756;19.9420632
Tomášovce;Rimavská Sobota;Banskobystrickı;48.3928141;20.1530386
Uzovská Panica;Rimavská Sobota;Banskobystrickı;48.4181577;20.1424399
Valice;Rimavská Sobota;Banskobystrickı;48.450674;20.1950487
Vèelince;Rimavská Sobota;Banskobystrickı;48.3859103;20.3043354
Veèelkov;Rimavská Sobota;Banskobystrickı;48.1640814;19.9348595
Ve¾ké Teriakovce;Rimavská Sobota;Banskobystrickı;48.4336118;19.9664416
Ve¾kı Blh;Rimavská Sobota;Banskobystrickı;48.4456416;20.1194089
Vieska nad Blhom;Rimavská Sobota;Banskobystrickı;48.350324;20.1997338
Vlkyòa;Rimavská Sobota;Banskobystrickı;48.2828841;20.3000989
Vyšné Valice;Rimavská Sobota;Banskobystrickı;48.4570989;20.1876574
Vyšnı Skálnik;Rimavská Sobota;Banskobystrickı;48.4648433;19.9639171
Zádor;Rimavská Sobota;Banskobystrickı;48.3215245;20.2409192
Zacharovce;Rimavská Sobota;Banskobystrickı;48.4075405;20.0580393
íp;Rimavská Sobota;Banskobystrickı;48.3643411;20.2021399
Balog nad Ip¾om;Ve¾kı Krtíš;Banskobystrickı;48.0765217;19.1338237
Bátorová;Ve¾kı Krtíš;Banskobystrickı;48.1321553;19.2733189
Brusník;Ve¾kı Krtíš;Banskobystrickı;48.299763;19.4013246
Bušince;Ve¾kı Krtíš;Banskobystrickı;48.1732469;19.5002547
Èebovce;Ve¾kı Krtíš;Banskobystrickı;48.1803109;19.228819
Èeláre;Ve¾kı Krtíš;Banskobystrickı;48.1416139;19.4929967
Èelovce;Ve¾kı Krtíš;Banskobystrickı;48.1838139;19.1449358
Èerveòany;Ve¾kı Krtíš;Banskobystrickı;48.3799859;19.3877244
Daèov Lom;Ve¾kı Krtíš;Banskobystrickı;48.323159;19.2512245
Dolinka;Ve¾kı Krtíš;Banskobystrickı;48.0903803;19.1567045
Dolná Strehová;Ve¾kı Krtíš;Banskobystrickı;48.2500517;19.4888225
Dolné Plachtince;Ve¾kı Krtíš;Banskobystrickı;48.2019668;19.3101558
Dolné Strháre;Ve¾kı Krtíš;Banskobystrickı;48.2476575;19.3915081
